שם ישוב,סמל ישוב,מספר קלפי,בזב,מצביעים,פסולים,כשרים,אמת,ג,דעם,ום,ז,זי,זך,זנ,זץ,טב,י,יז,ין,יץ,כ,ךק,ל,מחל,מרצ,נ,נז,נך,נץ,נר,ן,ןך,ןנ,פה,ףז,ףי,ףך,ףנ,ףץ,צק,ץ,ץז,ץי,ק,קי,קן,קף,ר,שס
בת ים,6200,92,570,245,1,244,9,1,0,0,5,0,0,0,0,4,0,0,0,0,11,0,37,85,3,4,0,0,0,3,5,0,0,55,0,0,0,0,0,1,0,0,0,2,0,0,0,1,18
בת ים,6200,93,672,314,3,311,4,1,0,1,12,0,0,0,0,4,0,0,0,0,16,1,81,88,4,6,0,0,0,5,1,0,0,64,0,1,0,0,1,1,0,0,0,0,0,0,1,0,19
בת ים,6200,94,515,269,7,262,2,3,0,0,11,0,0,0,0,3,0,0,0,0,9,0,80,86,2,2,0,0,0,4,0,0,0,48,0,0,0,0,0,0,0,0,0,3,0,1,0,0,8
בת ים,6200,95,446,200,0,200,6,0,0,0,6,0,0,0,0,5,0,0,0,0,9,0,45,54,0,6,0,0,0,1,0,0,0,62,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3
בת ים,6200,97.1,653,355,1,354,5,2,0,0,9,0,0,0,0,5,0,0,0,0,32,0,36,150,2,6,0,0,0,0,1,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
בת ים,6200,97.2,653,350,6,344,17,4,0,0,15,0,0,0,0,4,0,0,0,0,19,0,50,118,4,8,0,0,0,3,2,0,0,77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22
בת ים,6200,97.3,653,369,1,368,5,3,0,0,15,0,0,0,0,6,0,0,0,0,25,0,46,134,6,10,0,0,0,1,1,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
בת ים,6200,97.4,653,383,6,377,7,6,1,0,10,0,0,0,0,10,0,0,0,0,15,0,71,124,3,4,0,0,1,2,1,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38
בת ים,6200,97.5,653,337,5,332,18,1,0,1,4,0,0,0,0,5,0,0,0,0,22,0,45,97,4,6,0,0,0,4,3,0,0,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23
בת ים,6200,98,491,296,3,293,11,1,0,2,13,0,0,0,0,4,0,0,0,0,12,0,46,101,2,6,0,0,0,3,1,0,1,69,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20
בת ים,6200,103,561,283,1,282,8,2,1,0,12,0,0,0,0,4,0,1,0,0,18,0,38,108,2,7,0,0,0,4,1,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
בת ים,6200,104,634,282,1,281,9,4,0,0,10,0,1,0,0,4,0,0,0,0,21,0,39,110,7,7,0,0,0,4,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14
בת ים,6200,105.1,631,366,5,361,13,4,1,0,5,0,0,0,0,12,0,1,0,0,22,0,39,140,6,10,0,0,0,5,1,0,0,79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22
בת ים,6200,105.2,631,320,3,317,13,6,0,1,13,1,0,0,0,11,0,0,0,0,18,0,34,92,6,6,0,0,0,3,1,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
בת ים,6200,105.3,631,321,4,317,11,1,0,2,7,1,0,0,0,8,0,0,0,0,14,0,44,108,7,7,0,0,0,5,1,0,0,86,1,0,0,0,0,0,0,0,0,1,0,0,0,0,13
בת ים,6200,105.4,631,353,4,349,13,3,0,0,11,0,0,0,0,12,1,0,0,0,16,0,26,148,4,5,0,0,0,5,1,0,0,84,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19
בת ים,6200,105.5,631,349,5,344,16,6,1,1,7,0,0,0,0,8,0,0,0,0,12,0,40,104,9,7,0,0,0,12,0,1,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23
בת ים,6200,105.6,631,305,1,304,14,0,0,0,6,0,0,0,0,3,1,0,0,0,20,0,65,96,7,3,0,0,0,3,0,0,0,69,1,0,0,0,0,1,1,0,0,0,0,0,0,0,14
בת ים,6200,105.7,630,331,4,327,4,3,0,0,9,0,0,0,0,13,0,0,0,0,19,0,54,95,6,13,0,0,2,5,2,0,0,84,0,1,0,0,0,0,0,0,0,0,0,1,1,0,15
בת ים,6200,106,713,354,7,347,9,7,3,3,13,0,0,0,0,5,0,0,1,0,16,1,47,154,5,6,0,0,1,4,1,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37
בת ים,6200,108,600,391,3,388,7,8,0,2,6,0,0,0,0,7,0,0,0,0,12,0,4,200,6,5,0,0,0,8,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
בת ים,6200,109,522,304,1,303,6,6,0,0,8,0,0,0,0,2,0,0,0,0,13,0,5,148,1,6,0,0,0,11,1,0,0,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23
בת ים,6200,110,629,264,2,262,3,1,0,0,9,0,0,0,0,7,0,0,0,0,10,0,49,96,1,2,0,0,0,2,0,0,0,68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13
בת ים,6200,112,703,412,3,409,40,2,1,1,4,0,0,0,0,3,0,0,0,0,23,0,23,145,9,7,0,0,2,9,0,0,0,125,0,2,1,0,0,0,0,0,0,1,0,0,3,0,8
בת ים,6200,113,464,221,0,221,1,1,0,1,5,0,0,0,0,11,0,0,0,0,8,0,9,105,2,2,0,0,0,8,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
בת ים,6200,114,431,153,2,151,2,1,0,0,3,1,0,0,0,3,0,0,0,0,7,0,38,57,4,0,0,0,1,1,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
בת ים,6200,115,567,245,2,243,4,13,1,0,8,0,0,0,0,3,0,0,0,0,11,0,33,87,6,3,0,0,0,4,0,0,0,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20
בת ים,6200,117,613,242,3,239,4,1,0,0,8,0,0,0,2,10,0,0,0,0,11,0,10,113,2,7,0,0,0,4,2,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14
בת ים,6200,118,660,350,4,346,4,3,0,0,10,0,0,0,0,16,0,0,0,0,12,0,45,143,3,7,0,0,0,6,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
בת ים,6200,120,529,311,4,307,6,5,0,0,8,0,0,0,0,9,0,0,0,0,14,0,22,144,0,8,0,0,0,3,3,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
בת ים,6200,121,579,333,2,331,6,1,0,3,15,0,0,0,0,9,0,0,0,0,10,0,10,154,3,7,1,0,0,10,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
בת ים,6200,122,680,453,0,453,7,4,0,0,14,0,0,0,0,8,0,0,0,0,24,0,33,222,5,10,0,0,0,10,0,0,0,99,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15
בת ים,6200,123,555,286,1,285,10,1,0,0,6,0,0,0,1,3,0,0,0,0,17,0,22,160,1,4,0,0,0,2,0,0,0,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11
בת ים,6200,124,678,338,7,331,8,3,0,1,8,0,0,0,0,7,0,0,0,0,10,0,23,158,6,4,0,0,0,9,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
בת ים,6200,125,709,464,5,459,11,1,0,0,12,0,0,0,2,14,0,0,0,0,15,0,11,232,7,15,0,0,0,13,0,0,0,97,0,0,0,1,0,0,0,0,1,1,0,0,0,0,26
בת ים,6200,126,445,272,0,272,5,4,0,0,4,0,0,0,0,5,0,0,0,0,14,0,1,161,0,7,0,0,0,1,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
בת ים,6200,127,677,377,2,375,12,2,0,0,13,0,0,0,0,6,0,0,0,0,15,0,18,190,1,8,0,0,0,8,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,2,1,11
בת ים,6200,128,558,302,1,301,11,3,0,0,7,0,0,0,0,9,0,0,0,0,9,0,37,130,4,3,4,0,0,6,0,0,0,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21
בת ים,6200,129,510,332,1,331,11,3,0,0,15,0,0,0,0,5,0,0,0,1,19,0,15,162,1,6,0,0,0,5,1,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
בת ים,6200,131,647,294,5,289,9,6,0,0,6,0,0,0,0,0,0,0,0,0,22,0,23,109,5,6,0,0,0,2,0,0,0,92,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7
בת ים,6200,132,497,283,3,280,5,2,0,0,15,0,0,0,0,6,0,0,0,0,8,0,32,131,2,3,0,0,0,1,0,0,0,65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9
בת ים,6200,133,558,315,6,309,5,1,0,0,6,0,0,0,1,2,0,0,0,0,14,0,68,114,5,4,0,0,0,14,4,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
בת ים,6200,134,461,256,3,253,7,3,0,0,13,0,0,0,0,14,0,0,0,0,14,0,33,86,0,5,0,0,0,7,3,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
בת ים,6200,135,549,283,2,281,4,1,0,0,8,0,0,0,0,7,0,0,0,0,12,0,40,121,3,3,0,0,0,0,2,0,0,68,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10
בת ים,6200,136,553,313,3,310,12,0,0,0,9,0,0,0,0,4,0,0,0,0,14,0,44,139,6,2,0,0,0,4,1,0,0,63,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11
בת ים,6200,137,549,267,2,265,7,0,0,0,8,0,0,0,0,2,0,0,0,0,8,0,33,111,1,1,0,0,0,6,3,0,0,72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
בת ים,6200,138,638,378,3,375,6,4,0,0,12,0,0,0,0,11,0,0,0,0,22,0,59,151,1,7,0,0,0,8,2,0,0,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24
בת ים,6200,139,639,366,5,361,12,1,0,0,15,0,0,0,1,3,0,0,0,0,26,0,47,136,0,1,0,0,0,9,4,0,0,86,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19
בת ים,6200,140,555,247,0,247,4,0,0,0,8,0,0,0,3,3,0,0,0,0,12,0,33,118,2,4,0,0,0,5,1,0,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
בת ים,6200,141,725,381,2,379,13,3,0,0,10,0,0,0,1,12,0,0,0,0,20,0,40,148,5,10,0,0,0,4,0,0,0,89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23
בת ים,6200,142,710,334,6,328,9,2,0,0,13,0,0,0,0,4,0,0,0,0,15,0,47,122,3,8,0,0,0,6,1,0,0,77,0,0,0,0,0,1,0,0,0,1,0,0,0,0,19
בת ים,6200,143,584,308,2,306,6,1,0,0,16,0,0,0,0,3,0,0,0,0,14,0,46,120,4,9,0,0,0,4,3,0,0,69,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9
בת ים,6200,145,510,299,0,299,13,1,0,0,7,1,0,0,0,5,1,0,0,0,14,0,36,113,4,3,0,0,0,5,6,0,0,79,0,0,0,0,0,1,0,0,1,1,0,0,1,0,7
בת ים,6200,146,494,259,2,257,4,1,0,0,7,0,0,0,0,4,0,0,0,0,11,0,48,112,0,1,0,0,0,1,3,0,0,57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
בת ים,6200,147,603,304,8,296,3,1,0,2,9,0,0,0,0,4,0,0,0,0,19,0,60,120,1,4,1,0,1,5,2,0,0,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20
בת ים,6200,148,496,236,0,236,4,3,0,1,2,1,0,0,0,10,0,0,0,0,10,0,31,103,5,1,0,0,0,5,4,0,0,47,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7
בת ים,6200,149,594,233,2,231,4,0,0,1,9,0,0,0,0,4,0,0,0,0,10,0,37,99,0,4,0,0,0,3,1,0,0,41,0,0,1,0,0,1,0,0,0,0,0,0,0,0,16
בת ים,6200,150,501,292,3,289,4,3,0,0,9,0,0,0,0,7,0,0,0,0,23,0,63,85,5,7,0,0,1,8,0,0,0,62,0,0,0,0,0,3,0,0,0,2,0,0,0,0,7
בת ים,6200,151,522,297,6,291,7,8,0,0,8,0,0,0,1,5,0,0,0,0,20,0,15,144,4,6,0,0,0,5,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
בת ים,6200,152,636,339,1,338,10,5,0,0,13,0,0,0,2,12,0,0,0,0,18,0,63,118,2,4,0,0,0,5,2,0,0,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
בת ים,6200,153,450,268,2,266,7,5,0,0,7,0,0,0,0,7,0,0,0,0,18,0,33,87,3,9,0,0,0,4,2,0,0,62,0,0,0,0,0,3,0,0,0,0,0,0,0,0,19
בת ים,6200,154.1,579,364,0,364,2,34,0,0,9,0,0,0,1,66,0,0,0,0,6,0,14,73,1,3,0,0,0,2,1,0,0,41,0,0,0,0,0,0,0,0,0,3,0,0,0,0,108
בת ים,6200,154.2,579,319,0,319,3,29,0,0,7,0,0,0,0,55,0,0,0,0,11,0,19,73,5,10,0,0,0,2,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
בת ים,6200,154.3,579,417,2,415,2,17,0,10,0,0,0,0,0,85,1,0,0,0,13,0,20,89,4,11,0,0,0,3,1,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
בת ים,6200,154.4,579,389,1,388,3,26,0,0,13,0,0,0,0,59,0,0,0,0,15,0,26,102,2,3,0,0,0,3,0,0,0,46,0,0,0,0,0,0,0,0,0,2,0,0,0,0,88
בת ים,6200,154.5,579,372,3,369,5,77,0,0,13,0,0,0,0,49,0,0,0,0,12,0,30,78,0,10,0,0,0,2,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,1,0,1,40
בת ים,6200,155,689,349,1,348,11,1,0,0,12,0,0,0,0,11,1,0,0,0,33,0,44,106,8,8,0,0,0,6,1,0,0,89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16
בת ים,6200,156,574,290,1,289,0,1,0,0,12,0,0,0,0,2,0,0,0,0,12,0,38,135,8,14,2,0,0,2,1,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
בת ים,6200,157,597,310,4,306,7,2,0,0,12,0,0,0,0,9,1,0,0,0,25,0,32,132,3,5,0,0,0,3,3,1,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
בת ים,6200,158,607,347,7,340,13,2,0,0,5,0,0,0,0,1,0,0,0,0,19,0,92,104,7,8,0,0,2,4,1,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9
בת ים,6200,161,630,419,4,415,33,1,0,0,12,0,0,0,0,16,0,0,0,0,20,0,9,141,11,5,0,0,1,13,0,0,0,135,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17
בת ים,6200,163,685,337,0,337,1,2,0,0,18,0,0,0,0,8,0,0,0,0,22,0,65,125,5,3,0,0,2,0,0,0,0,67,0,0,0,0,0,0,0,0,1,0,0,0,2,0,16
בת ים,6200,164,647,422,5,417,17,5,0,0,14,0,0,0,1,14,0,0,0,0,23,0,44,142,10,6,0,0,1,8,1,0,0,117,0,0,0,0,0,2,0,0,0,1,0,0,0,0,11
בת ים,6200,165,770,525,1,524,12,10,0,0,17,0,0,0,1,32,0,0,0,2,45,0,35,187,10,12,0,0,0,10,0,0,1,115,0,0,0,0,0,2,0,0,0,0,0,0,0,0,33
בת ים,6200,166,648,439,6,433,15,1,0,0,14,0,0,0,0,17,0,0,0,0,28,0,46,180,4,8,0,0,0,13,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
בת ים,6200,167,579,433,0,433,16,0,0,0,17,0,0,0,0,15,0,0,0,2,23,0,5,167,3,8,0,0,0,15,0,0,0,146,0,1,0,0,0,0,0,0,0,0,1,0,1,0,13
בת ים,6200,168,598,350,2,348,9,2,0,0,11,0,0,0,1,11,0,0,0,0,21,0,29,128,1,3,0,0,1,10,2,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
בת ים,6200,170,566,381,2,379,13,1,0,1,11,0,1,0,0,21,0,0,0,2,22,0,56,130,3,8,0,0,1,8,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18
בת ים,6200,171,560,279,4,275,6,2,0,0,8,0,0,0,0,4,0,0,0,0,18,0,54,92,1,5,0,0,0,3,2,0,0,74,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
בת ים,6200,172,601,353,0,353,7,0,0,2,3,1,0,0,0,6,0,0,0,0,26,0,50,135,3,5,0,0,0,13,0,0,0,87,1,0,0,0,0,0,0,0,0,1,0,0,0,0,13
בת ים,6200,173,668,412,2,410,20,2,0,1,13,0,0,0,0,65,1,0,0,0,18,0,35,121,7,5,0,0,0,6,0,0,0,83,1,0,0,0,0,1,0,0,0,0,0,0,0,0,31
בת ים,6200,174,651,363,6,357,9,2,0,0,26,0,0,0,0,7,0,0,0,0,23,0,73,110,2,4,0,0,0,1,3,0,0,72,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24
בת ים,6200,175,578,450,2,448,33,2,0,0,19,0,0,0,0,30,0,0,0,0,23,0,17,109,4,12,0,0,0,15,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
בת ים,6200,178.1,603,314,0,314,5,0,0,0,16,0,0,0,0,1,0,0,0,0,25,0,50,105,0,5,0,0,0,8,0,0,0,66,0,0,0,0,0,0,0,0,0,2,0,0,0,0,31
בת ים,6200,178.2,603,313,1,312,4,0,0,0,10,0,0,0,0,7,0,0,0,0,14,0,49,131,2,3,0,0,0,0,3,0,0,66,1,0,0,0,0,0,1,0,0,0,0,0,1,0,20
בת ים,6200,178.3,603,311,4,307,3,3,0,0,9,0,0,0,0,7,0,0,0,1,17,0,38,121,2,7,1,0,0,5,0,0,0,62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30
בת ים,6200,178.4,603,296,3,293,9,4,0,0,9,0,0,0,0,7,0,0,0,0,15,0,59,88,9,5,0,0,0,2,1,0,0,44,0,0,0,0,0,0,0,0,0,2,0,0,0,0,39
בת ים,6200,178.5,602,298,1,297,5,4,0,0,11,0,0,0,0,5,0,0,0,0,23,0,59,87,5,3,0,0,0,4,2,0,0,74,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14
בת ים,6200,180,527,333,1,332,13,3,0,0,13,0,0,0,0,7,0,0,0,0,15,0,30,136,4,7,1,0,0,4,0,0,0,78,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20
בת ים,6200,181,664,370,1,369,14,5,0,0,10,1,0,0,0,12,0,0,0,0,18,0,28,154,3,7,0,0,0,10,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
בת ים,6200,182,707,378,3,375,8,5,0,0,14,0,0,0,0,15,0,1,0,0,26,0,33,133,3,4,0,0,0,4,1,0,0,99,1,0,0,0,0,0,0,0,0,1,0,0,0,0,27
בת ים,6200,184,719,356,5,351,16,1,0,0,10,0,0,0,0,7,0,0,0,0,25,0,35,133,8,10,0,0,0,2,3,0,0,89,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10
בת ים,6200,185,637,395,3,392,10,1,0,0,8,0,0,0,0,9,0,0,0,0,14,0,27,169,7,10,0,0,0,11,1,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
בת ים,6200,187,561,203,4,199,4,2,0,2,4,0,0,0,1,3,2,0,0,0,12,0,36,83,5,2,0,0,0,1,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
בת ים,6200,188,507,253,1,252,8,3,0,0,4,0,0,0,0,4,0,0,0,1,11,0,33,101,1,5,0,0,0,5,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
בת ים,6200,189,552,251,0,251,16,2,0,0,13,0,0,0,0,4,0,0,0,0,16,0,41,69,6,4,0,0,0,4,0,0,0,58,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16
בת ים,6200,190,652,295,3,292,5,2,0,0,11,0,0,0,0,12,0,0,0,0,18,0,44,127,2,7,0,0,0,1,6,0,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
בת ים,6200,191,461,235,1,234,3,4,0,0,11,0,0,0,1,2,0,1,0,0,4,0,39,99,4,7,0,0,0,1,1,0,0,44,0,0,0,0,0,0,1,0,0,1,0,0,0,1,10
בת ים,6200,192,444,230,2,228,8,1,1,5,10,0,0,0,0,4,0,0,0,0,22,0,18,62,7,8,0,0,0,2,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
בת ים,6200,193.1,587,346,0,346,5,2,0,0,8,0,0,0,0,1,0,0,0,0,6,0,12,184,4,3,0,0,0,10,1,0,0,79,0,0,0,0,0,3,0,0,0,1,0,0,0,0,27
בת ים,6200,193.2,587,330,0,330,9,1,0,0,10,0,0,0,0,12,0,0,0,0,13,0,19,153,1,8,0,0,0,9,3,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
בת ים,6200,193.3,587,340,0,340,13,1,0,2,15,0,0,0,0,9,0,0,0,0,16,0,23,139,6,7,0,0,0,10,1,0,0,85,0,0,0,0,0,2,0,0,0,1,0,0,0,0,10
בת ים,6200,193.4,587,341,6,335,14,2,0,1,8,0,0,0,2,0,0,0,0,0,17,0,20,156,6,6,0,0,1,10,0,0,0,78,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13
בת ים,6200,193.5,587,323,0,323,8,2,0,0,7,0,0,0,0,6,0,0,0,0,5,0,31,158,0,6,0,0,0,12,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
בת ים,6200,193.6,586,315,3,312,14,4,0,1,8,0,0,0,0,9,0,0,0,0,6,0,32,128,4,8,0,0,0,8,1,0,0,75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
בת ים,6200,194,600,359,3,356,9,3,0,2,7,0,0,0,1,19,0,0,0,0,19,0,12,165,1,5,0,0,0,7,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18
בת ים,6200,195,679,413,10,403,12,1,0,0,4,0,0,0,0,10,0,0,0,1,26,1,31,184,6,3,0,0,0,11,2,0,0,84,0,0,0,0,0,2,0,0,0,0,0,0,0,0,25
בת ים,6200,196,410,213,4,209,3,1,0,0,13,0,0,0,0,4,0,0,0,0,7,0,46,76,1,7,0,0,0,4,0,0,0,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,15
בת ים,6200,197,453,271,6,265,11,5,0,0,13,0,0,0,0,14,0,0,0,0,15,0,54,87,4,5,0,0,0,4,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
בת ים,6200,198,460,245,1,244,4,1,0,0,7,0,0,0,0,2,0,0,0,0,11,0,33,111,0,4,0,0,1,6,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
בת ים,6200,199,567,310,2,308,4,0,0,0,14,0,0,0,0,4,0,0,0,0,22,0,27,152,3,6,0,0,2,9,1,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
בת ים,6200,200,560,345,2,343,6,2,0,0,11,0,1,0,1,13,0,0,0,1,27,0,18,168,2,3,0,0,0,8,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
בת ים,6200,201,422,239,2,237,4,4,0,0,5,0,0,0,0,6,0,0,0,0,11,0,36,83,4,2,0,0,0,5,2,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
בת ים,6200,203,537,285,0,285,7,2,0,0,7,0,0,0,0,10,0,0,0,0,8,0,46,88,5,3,0,0,2,6,1,0,0,77,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22
בת ים,6200,210,469,219,4,215,2,2,1,0,4,0,0,0,0,2,0,0,0,0,12,0,60,74,1,3,0,0,0,2,2,0,0,33,0,1,0,0,0,0,0,0,0,1,0,0,0,0,15
בת ים,6200,211,633,411,0,411,11,0,0,0,10,0,0,0,0,10,0,0,0,0,19,0,30,178,8,10,1,0,0,12,2,0,0,108,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11
בת ים,6200,212,630,406,2,404,16,1,1,0,12,0,0,0,0,2,0,0,0,0,14,0,22,196,3,10,0,0,0,5,0,0,0,108,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13
בת ים,6200,950,779,474,11,463,2,4,1,0,11,0,0,0,0,5,1,0,0,1,13,0,171,157,6,14,0,0,0,2,0,0,0,62,0,0,0,0,0,1,0,0,0,2,0,0,0,1,9
בת ים,6200,951,480,146,0,146,5,1,0,0,2,0,0,0,0,1,0,0,0,0,6,0,22,63,3,2,0,0,0,4,0,0,0,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
בת ים,6200,952,761,519,1,518,22,5,0,2,23,0,0,0,0,6,0,0,0,0,29,0,36,224,4,13,0,0,0,12,0,0,0,127,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
בת עין,3794,1,429,321,0,321,0,10,0,0,87,0,0,0,0,131,0,0,0,0,1,0,0,41,4,36,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6
בת עין,3794,2,422,329,0,329,0,7,0,0,91,0,0,0,0,114,0,0,0,0,0,0,0,51,0,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
בת שלמה,33,1,432,358,3,355,45,1,0,2,10,0,0,0,0,6,0,0,0,0,12,0,1,53,30,12,0,0,0,9,1,0,0,168,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2
ג'דיידה-מכר,1292,1,598,249,6,243,2,0,56,143,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,1,0,0,0,0,1,0,0,15,0,0,0,1,0,6,0,0,1,0,0,0,0,1,3
ג'דיידה-מכר,1292,2,743,308,5,303,1,0,78,202,0,1,0,0,0,0,0,0,0,1,1,0,0,2,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3
ג'דיידה-מכר,1292,3,710,315,2,313,1,0,58,193,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12,0,1,0,0,0,1,0,0,9,0,0,0,0,0,23,0,0,1,0,0,0,0,2,10
ג'דיידה-מכר,1292,4,728,368,4,364,3,0,84,257,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1
ג'דיידה-מכר,1292,5,701,354,2,352,2,1,58,236,1,0,0,0,0,2,1,0,0,0,0,0,1,3,21,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
ג'דיידה-מכר,1292,6,676,288,4,284,0,0,87,171,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,11,1
ג'דיידה-מכר,1292,7,721,336,1,335,4,0,72,183,0,0,0,0,0,0,0,0,1,0,2,0,0,1,19,0,0,0,0,0,0,0,0,9,0,0,0,1,0,11,0,0,1,1,0,0,1,28,1
ג'דיידה-מכר,1292,8,754,322,4,318,2,0,76,192,0,0,0,0,0,0,0,0,0,0,0,1,0,5,16,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,0,0,0,2,0,0,0,14,3
