שם ישוב,סמל ישוב,מספר קלפי,בזב,מצביעים,פסולים,כשרים,אמת,ג,ד,ה,ו,ז,זה,זך,חץ,טב,יש,כ,כן,כץ,ל,מחל,מרצ,נץ,עם,פ,פז,פכ,פץ,ף,צה,ק,קז,קנ,קפ,רק,שס
שלומי,812,10,0,349,13,336,82,0,0,0,0,1,0,2,1,46,0,13,52,1,56,20,0,0,1,0,0,0,0,1,1,1,3,2,0,0,53
שלומי,812,20,0,403,5,398,52,2,0,0,0,0,0,10,0,29,0,4,59,0,162,37,4,0,0,1,1,0,0,0,0,0,0,4,0,6,27
שלומי,812,30,0,425,3,422,93,0,0,0,0,0,0,10,0,73,0,13,50,0,41,46,1,0,1,0,0,0,1,0,0,0,0,1,0,1,91
שלומי,812,40,0,377,3,374,68,3,0,0,0,0,0,16,0,37,1,4,49,0,90,45,2,2,0,0,0,1,1,0,1,2,0,5,0,1,46
שלומי,812,50,0,272,3,269,63,1,1,0,0,0,0,13,0,38,0,1,66,0,14,30,4,0,0,0,0,0,0,0,0,0,0,4,0,8,26
שלומי,812,60,0,333,3,330,100,0,0,1,3,0,0,27,1,10,0,0,92,0,25,32,6,0,0,0,0,0,2,0,0,0,0,3,0,5,23
שלומי,812,70,0,451,5,446,97,0,0,1,0,0,0,30,0,23,0,2,130,1,56,48,22,0,0,1,0,0,0,0,0,0,0,7,0,8,20
עין יעקב,813,10,0,326,0,326,116,0,0,0,0,0,0,8,0,33,0,2,86,0,5,42,3,1,0,3,0,0,0,0,0,1,0,1,0,7,18
תלמים,814,10,0,290,8,282,10,9,0,0,0,0,0,6,0,52,0,13,19,0,8,21,0,0,0,0,0,1,0,0,0,1,0,0,0,2,140
זבדיאל,815,10,0,242,4,238,10,16,0,0,0,0,0,1,0,20,0,0,8,0,12,85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85
זנוח,816,10,0,177,0,177,21,13,0,0,0,0,0,1,0,29,0,0,16,0,7,34,1,0,0,0,0,0,1,0,0,0,0,1,0,2,51
עזריקם,817,10,0,427,4,423,119,3,0,0,0,1,0,22,1,20,0,2,67,0,14,85,4,0,0,0,0,0,0,0,0,1,1,9,0,5,69
זרחיה,818,10,0,248,3,245,13,1,0,0,0,0,0,8,0,85,0,8,6,1,8,25,0,0,0,1,0,0,0,0,0,0,0,1,0,1,87
אביגדור,819,10,0,379,2,377,115,0,0,0,0,0,0,32,3,6,0,2,138,0,14,10,37,0,0,4,0,0,0,0,0,0,0,8,0,8,0
חלץ,820,10,0,249,4,245,87,5,0,0,0,1,0,2,0,17,0,0,20,0,7,49,0,0,1,1,0,1,0,1,0,0,0,0,0,0,53
אחוזם,821,10,0,220,4,216,7,7,0,0,0,0,0,1,0,29,0,2,18,0,11,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
מטע,822,10,0,232,2,230,87,3,0,1,5,0,0,14,0,10,0,0,37,0,8,22,15,0,0,0,0,0,0,0,0,0,0,3,0,7,18
בר גיורא,823,10,0,204,2,202,34,1,0,2,1,0,0,8,0,11,0,4,33,0,5,53,8,0,0,4,0,1,2,0,0,0,0,2,0,0,33
כוכב מיכאל,824,10,0,333,0,333,126,0,0,0,1,0,0,24,0,5,0,0,111,0,9,11,26,0,0,3,0,0,0,0,0,0,0,7,0,8,2
נס הרים,825,10,0,242,6,236,42,0,0,0,0,0,0,16,0,23,0,4,58,0,11,47,2,0,0,0,0,0,0,0,0,0,0,1,0,3,29
עוזה,826,10,0,239,2,237,2,28,0,0,0,0,0,2,1,56,0,0,10,0,8,25,0,0,0,1,0,0,0,0,0,0,0,3,0,0,101
נווה מבטח,827,10,0,291,6,285,80,0,0,0,0,0,2,27,0,7,2,0,94,0,6,14,28,0,0,3,0,0,0,0,0,0,0,9,0,10,3
ישרש,828,10,0,331,1,330,63,3,0,0,0,0,0,39,0,19,1,0,106,0,15,44,6,0,1,0,0,0,0,0,0,0,0,1,0,2,30
מבטחים,829,10,0,165,1,164,63,1,0,0,0,0,0,5,0,7,0,1,14,0,9,12,3,0,0,0,0,0,1,0,0,0,0,2,0,4,42
ירוחם,831,10,0,427,2,425,20,192,0,0,0,0,0,5,0,51,0,2,17,0,14,7,0,0,2,1,0,0,0,0,0,0,0,0,0,0,114
ירוחם,831,20,0,287,6,281,75,18,0,0,0,0,0,3,2,21,1,3,25,0,34,14,1,0,0,2,0,0,0,0,0,0,0,3,0,1,78
ירוחם,831,30,0,228,3,225,19,6,0,0,0,0,0,3,1,19,0,0,50,0,74,18,5,0,0,0,0,0,0,0,0,0,1,1,0,0,28
ירוחם,831,40,0,275,7,268,36,32,0,0,0,0,0,3,1,25,0,1,36,0,48,25,0,0,1,0,1,0,1,0,0,0,0,2,0,1,55
ירוחם,831,50,0,327,10,317,39,18,0,0,1,0,0,6,0,51,0,2,45,0,63,22,5,1,0,0,2,0,1,0,0,1,0,1,0,1,58
ירוחם,831,60,0,327,4,323,77,9,1,0,0,0,1,9,0,78,1,2,44,0,13,28,2,0,5,3,0,0,0,0,1,0,0,3,0,1,45
ירוחם,831,70,0,264,19,245,28,9,0,0,0,0,0,3,3,8,1,2,35,0,83,24,0,1,1,0,0,3,0,0,0,0,1,0,0,1,42
ירוחם,831,80,0,380,3,377,72,11,0,0,0,0,0,8,0,58,0,0,75,0,36,29,5,0,2,4,0,0,0,0,0,0,0,4,1,2,70
ירוחם,831,90,0,411,4,407,84,6,0,0,1,0,0,16,0,89,0,2,68,0,12,31,5,0,1,4,0,0,0,0,0,0,1,6,0,3,78
ירוחם,831,100,0,217,6,211,17,10,0,0,0,0,0,2,1,13,0,2,33,0,77,12,1,0,0,0,0,0,0,0,1,0,2,0,0,1,39
גנות,836,10,0,227,1,226,37,1,0,0,1,0,0,19,1,5,0,1,90,0,8,38,14,0,0,0,0,0,1,0,0,0,0,2,0,7,1
עזריאל,837,10,0,282,7,275,19,33,0,0,0,0,0,4,0,50,0,8,26,0,12,86,2,0,1,3,0,0,0,0,0,0,0,8,0,0,23
פדיה,838,10,0,237,2,235,28,1,0,0,0,0,0,24,0,4,0,1,74,0,16,46,2,0,0,0,1,0,2,0,0,0,1,0,0,2,33
פתחיה,839,10,0,307,3,304,31,2,0,0,1,0,0,38,1,12,0,1,75,0,18,59,6,1,0,1,0,0,0,0,0,0,1,5,0,7,45
כיסופים,840,10,0,121,3,118,90,0,0,0,0,0,0,4,0,0,0,0,16,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
אלישמע,841,10,0,401,1,400,54,1,0,0,0,1,0,28,0,24,0,2,138,0,11,40,11,0,1,0,0,0,0,0,0,0,0,6,0,7,76
געש,842,10,0,367,3,364,103,0,0,0,3,0,0,5,0,2,0,0,46,0,2,0,184,0,0,2,0,0,0,0,0,0,0,11,0,6,0
מרגליות,843,10,0,122,2,120,34,0,0,0,0,0,0,2,0,8,0,0,34,0,6,16,11,0,0,0,0,0,0,0,0,0,0,0,0,2,7
נחל עוז,844,10,0,172,0,172,114,0,0,0,1,0,0,5,0,1,0,0,21,0,3,3,15,0,0,0,0,0,1,0,0,1,0,4,0,2,1
כפר עזה,845,10,0,416,1,415,194,0,0,0,2,1,0,9,1,2,0,0,142,0,2,4,35,0,0,2,0,0,0,0,0,0,0,12,0,9,0
שפר,846,10,0,111,0,111,23,0,0,0,0,1,0,6,0,7,0,1,17,0,9,25,2,0,0,0,0,0,0,0,0,0,0,5,0,3,12
בית רבן,848,10,0,131,1,130,2,0,0,0,0,0,0,0,0,91,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22
דבירה,849,10,0,218,0,218,78,0,0,0,1,0,0,1,0,1,1,3,30,0,2,0,90,0,0,1,0,0,0,0,1,0,0,4,0,5,0
אחיטוב,850,10,0,337,2,335,69,0,0,0,0,1,0,28,0,8,0,0,158,1,10,29,2,0,0,0,0,0,0,0,0,2,0,5,0,5,17
ניצני עוז,851,10,0,388,1,387,104,1,0,2,0,0,0,30,3,8,0,3,122,0,17,45,16,0,0,5,0,0,0,0,0,0,0,6,0,8,17
גונן,852,10,0,186,2,184,85,1,0,0,0,0,0,10,0,0,0,0,33,0,0,4,32,0,0,1,0,0,0,0,0,0,0,8,0,10,0
גאליה,853,10,0,515,3,512,101,2,0,0,1,0,0,43,2,4,3,0,245,0,6,44,30,0,0,6,0,0,0,0,0,0,1,10,0,10,4
רחוב,854,10,0,134,0,134,23,0,0,0,0,0,0,3,0,29,0,5,20,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
שעלבים,856,10,0,347,1,346,5,24,0,0,0,0,0,4,0,234,0,8,3,0,5,7,0,0,0,3,0,0,0,0,0,0,0,1,0,4,48
כפר אביב,857,10,0,323,0,323,85,3,0,0,1,0,1,28,1,6,0,0,124,4,4,32,12,0,0,3,0,0,1,0,0,0,0,6,0,6,6
נווה ירק,858,10,0,549,8,541,107,0,0,0,1,0,0,48,3,6,1,0,251,3,9,35,43,0,1,8,0,0,0,0,1,0,1,5,0,17,1
כסלון,859,10,0,128,1,127,8,0,0,0,0,0,0,2,1,13,1,1,10,0,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,2,35
שדה אליעזר,861,10,0,287,1,286,51,3,0,0,0,0,0,24,1,10,0,2,93,0,15,47,8,0,0,0,0,0,2,0,0,0,1,4,0,11,14
גני יוחנן,862,10,0,291,2,289,43,0,0,0,0,0,0,35,0,6,1,1,129,0,12,21,11,1,0,4,0,0,0,0,0,0,0,7,0,4,14
גינתון,863,10,0,347,1,346,104,0,0,0,1,0,0,43,1,4,1,2,123,0,5,19,10,0,0,2,0,0,0,0,0,0,0,6,0,18,7
בקוע,864,10,0,268,7,261,74,1,0,0,0,0,0,11,0,35,0,4,26,0,5,46,1,0,0,0,0,0,0,0,0,0,0,1,0,2,55
שיבולים,865,10,0,165,4,161,10,2,0,0,0,0,0,5,0,59,0,1,8,0,11,31,4,0,0,1,1,0,0,0,0,0,0,0,0,0,28
יטבתה,866,10,0,337,1,336,226,0,0,0,0,0,0,15,0,2,1,0,47,0,3,4,24,0,0,0,0,0,0,0,0,0,0,7,0,5,2
אלוני יצחק,868,10,0,22,0,22,6,0,0,0,0,0,0,0,0,2,0,0,7,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
גבעת השלושה,870,10,0,281,1,280,147,1,0,1,0,0,0,23,0,0,1,0,64,0,3,7,16,0,0,3,0,0,0,0,0,1,0,7,0,5,1
עינת,871,10,0,370,1,369,184,0,0,0,0,0,0,18,0,3,1,0,90,0,7,6,37,0,0,3,0,0,0,0,0,0,0,7,0,12,1
גאולי תימן,872,10,0,205,0,205,71,0,0,0,0,0,0,6,0,37,0,0,41,1,11,26,1,0,0,0,0,0,0,0,0,1,0,2,0,2,6
שלווה,873,10,0,180,0,180,6,8,0,0,0,0,0,11,0,36,0,4,3,0,20,22,0,0,0,0,0,0,0,0,0,1,0,1,0,1,67
מגדל העמק,874,10,0,335,2,333,72,6,1,0,0,0,0,38,1,7,0,1,99,0,31,43,5,0,1,1,0,0,0,0,0,0,0,3,0,2,22
מגדל העמק,874,20,0,319,14,305,42,4,0,0,0,0,0,17,0,22,0,0,75,0,35,42,4,1,0,0,1,0,0,0,0,0,0,2,0,1,59
מגדל העמק,874,30,0,176,1,175,23,7,0,0,0,0,0,8,1,16,1,0,25,1,17,16,0,4,0,0,0,1,1,0,0,0,0,2,0,1,51
מגדל העמק,874,40,0,375,2,373,66,2,0,0,0,0,0,24,1,16,0,1,99,0,55,46,6,0,0,1,0,0,0,0,0,1,1,1,0,1,52
מגדל העמק,874,50,0,433,18,415,51,4,0,0,0,0,0,13,2,18,2,0,59,0,154,44,1,0,0,2,2,0,0,0,0,2,0,7,0,0,54
מגדל העמק,874,60,0,305,10,295,29,3,0,0,0,3,1,11,0,5,0,4,50,2,96,44,0,2,0,0,0,0,2,0,0,0,1,0,1,1,40
מגדל העמק,874,70,0,386,11,375,23,1,1,0,0,0,0,4,0,56,0,17,41,0,93,37,7,0,0,0,2,1,0,0,0,0,3,1,1,3,84
מגדל העמק,874,80,0,259,5,254,24,4,0,0,1,0,0,11,0,6,0,5,46,0,72,34,5,0,0,0,0,0,0,0,0,3,1,4,0,0,38
מגדל העמק,874,90,0,295,12,283,12,15,0,0,1,0,2,2,0,18,0,7,15,0,52,24,2,0,1,0,2,1,1,0,0,1,1,3,0,1,122
מגדל העמק,874,100,0,296,9,287,22,2,0,0,0,0,2,5,0,4,0,3,66,0,109,41,3,1,0,0,0,0,0,0,0,0,4,3,0,1,21
מגדל העמק,874,110,0,308,5,303,39,10,1,0,0,1,1,3,0,18,1,3,31,0,68,37,6,2,2,0,0,0,1,0,1,1,0,3,0,2,72
מגדל העמק,874,120,0,300,15,285,19,3,1,0,0,0,0,6,0,4,0,2,54,0,99,47,1,0,0,1,1,1,0,1,0,0,1,0,0,1,43
מגדל העמק,874,130,0,273,14,259,32,2,0,0,0,0,2,5,3,5,2,0,42,1,102,31,1,0,0,0,1,0,0,0,0,0,2,3,0,0,25
מגדל העמק,874,140,0,424,8,416,46,6,0,0,0,0,0,15,0,31,0,1,76,0,74,68,0,1,0,0,0,2,0,0,0,1,2,5,0,2,86
מגדל העמק,874,150,0,265,7,258,39,2,0,0,1,1,0,9,0,8,0,2,44,0,49,27,0,0,0,0,0,0,0,0,0,0,1,4,0,0,71
מגדל העמק,874,160,0,371,8,363,27,1,0,0,0,0,1,10,3,3,2,6,63,0,144,36,8,0,0,1,1,0,1,0,0,0,1,6,0,4,45
מגדל העמק,874,170,0,264,11,253,45,1,0,0,0,0,0,9,0,4,2,1,60,0,47,32,4,0,0,2,0,0,0,0,0,0,1,1,0,0,44
מגדל העמק,874,180,0,304,6,298,25,3,0,0,0,1,0,9,0,30,0,4,28,0,50,48,0,0,2,0,0,0,0,0,0,2,0,2,0,0,94
מגדל העמק,874,210,0,274,7,267,31,7,0,0,0,0,3,6,0,20,0,3,43,0,40,33,1,0,0,0,0,0,1,0,0,2,1,5,0,0,71
מגדל העמק,874,220,0,393,3,390,18,3,1,0,0,0,0,7,0,10,2,0,64,0,209,43,1,0,0,0,0,0,0,0,1,0,0,3,0,8,20
מגדל העמק,874,230,0,240,9,231,18,3,0,0,0,1,2,3,2,4,1,5,54,0,79,29,0,0,0,1,0,0,1,1,0,1,0,4,0,2,20
מגדל העמק,874,290,0,444,6,438,89,7,0,0,0,0,0,13,2,19,0,6,124,1,40,60,1,0,0,3,0,0,0,0,0,0,0,7,0,2,64
מגדל העמק,874,300,0,435,4,431,73,8,0,0,0,0,0,17,1,16,0,4,99,0,87,61,4,0,1,1,0,0,1,0,0,0,1,8,0,0,49
מגדל העמק,874,310,0,357,1,356,54,5,0,0,1,0,0,22,0,15,0,5,107,0,16,54,5,0,0,2,0,0,1,0,0,0,0,1,0,4,64
מגדל העמק,874,320,0,321,5,316,67,4,0,0,0,0,0,13,0,20,0,0,77,0,21,66,1,0,0,1,0,0,1,0,0,1,1,2,0,3,38
מגדל העמק,874,330,0,452,7,445,64,4,0,0,0,0,1,20,3,17,0,2,107,0,97,80,4,0,0,1,0,0,0,0,0,0,0,4,0,3,38
מגדל העמק,874,340,0,403,13,390,37,2,0,0,0,1,1,14,0,6,0,3,97,0,127,47,2,0,0,0,0,0,0,0,0,0,1,8,0,5,39
מגדל העמק,874,350,0,414,6,408,77,7,0,0,0,0,0,14,1,22,2,9,100,0,48,73,3,0,0,4,0,0,0,0,0,0,2,7,0,3,36
מגדל העמק,874,360,0,269,3,266,18,0,0,0,0,0,0,8,2,3,1,1,63,0,111,33,0,0,0,0,0,0,0,0,0,0,0,4,0,2,20
מגדל העמק,874,400,0,351,3,348,6,22,0,0,0,0,0,0,0,38,0,34,2,0,8,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,230
מגדל העמק,874,9510,0,458,7,451,72,2,0,0,0,1,0,18,1,12,4,3,110,0,108,77,7,1,0,0,0,0,0,2,0,0,0,3,0,6,24
בית חירות,877,10,0,358,0,358,127,0,0,0,2,0,1,23,1,1,0,0,123,0,7,4,46,0,0,11,0,0,0,0,0,0,0,3,0,9,0
עין שריד,880,10,0,561,2,559,98,84,0,0,0,0,0,42,1,14,3,0,166,0,14,46,35,1,0,3,0,0,0,0,0,0,0,13,0,14,25
רמת פנקס,883,10,0,295,4,291,42,2,0,0,0,0,0,37,1,20,1,1,47,0,5,37,0,1,1,2,0,0,0,0,0,0,1,1,0,2,90
שדה בוקר,885,10,0,290,0,290,131,1,0,0,2,0,0,11,0,37,0,1,43,0,13,2,34,0,0,7,0,0,0,0,0,0,0,4,0,1,3
"כפר הרי""ף",888,10,0,303,1,302,60,0,0,0,0,0,0,26,1,10,0,0,112,0,16,25,18,4,0,4,0,0,0,0,0,0,0,4,0,16,6
כפר חסידים ב',889,10,0,88,2,86,9,3,0,0,0,0,0,16,0,22,0,2,12,0,8,8,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0
כפר הנוער הדתי,890,10,0,36,0,36,2,0,0,0,0,0,0,1,0,26,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
עבדון,892,10,0,226,3,223,64,3,0,0,0,0,0,8,0,11,0,1,44,0,5,13,1,0,0,0,0,0,0,0,0,0,1,0,0,1,71
שבלי - אום אל-גנם,913,10,0,252,10,242,74,0,54,0,7,0,0,0,0,1,0,0,17,1,3,0,0,0,37,41,1,1,0,4,0,0,1,0,0,0,0
שבלי - אום אל-גנם,913,20,0,306,9,297,105,0,54,0,1,0,0,1,0,1,0,0,15,0,0,0,6,0,48,55,2,0,1,0,2,0,0,1,0,0,5
שבלי - אום אל-גנם,913,30,0,280,7,273,105,0,62,0,2,1,0,0,0,1,0,0,10,0,0,1,2,0,47,38,0,0,0,1,0,0,0,1,0,0,2
שבלי - אום אל-גנם,913,60,0,361,3,358,117,0,44,0,14,0,0,0,0,1,0,0,2,1,1,2,3,0,156,8,0,0,0,0,0,1,1,1,0,0,6
ישע,916,10,0,129,1,128,51,0,0,0,0,0,0,3,0,1,0,0,35,0,5,13,3,0,0,8,0,0,0,0,0,0,0,1,0,2,6
שגב,917,10,0,444,1,443,167,0,0,0,0,0,0,28,0,10,0,0,130,0,0,9,69,0,0,7,0,0,0,0,0,0,0,5,0,6,12
גבעת ישעיהו,919,10,0,174,1,173,55,2,0,0,3,0,0,7,1,5,0,3,46,0,3,17,10,0,0,1,0,1,0,0,0,0,0,0,0,6,13
שער מנשה,921,10,0,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
רכסים,922,10,0,376,2,374,12,134,0,0,0,0,0,0,0,14,0,0,21,0,20,16,1,0,0,0,2,0,0,0,0,0,0,2,0,3,149
רכסים,922,20,0,577,6,571,30,199,0,1,0,0,1,19,3,37,0,3,25,0,7,37,2,1,0,0,0,0,0,0,1,0,0,4,0,0,201
רכסים,922,30,0,505,2,503,7,256,0,0,0,0,0,3,0,27,0,6,10,0,2,13,0,0,0,0,0,0,0,0,0,1,1,0,0,0,177
רכסים,922,40,0,482,8,474,7,255,0,0,0,0,0,5,0,10,0,1,20,0,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
רכסים,922,50,0,400,5,395,17,82,0,0,0,0,1,2,0,26,1,0,28,0,12,22,1,0,0,0,0,0,0,0,0,0,1,0,0,3,199
רכסים,922,60,0,610,6,604,11,286,0,0,0,0,4,0,0,1,1,1,39,0,22,6,0,0,0,0,1,0,0,0,0,0,1,5,0,0,226
רכסים,922,70,0,349,3,346,15,89,0,0,0,0,0,0,1,7,1,4,10,0,7,10,1,0,0,0,0,0,0,0,0,0,1,2,0,0,198
נווה אבות,926,10,0,10,0,10,2,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
מסעודין אל-עזאזמה,939,10,0,181,7,174,8,0,10,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,139,0,1,2,0,0,0,3,0,0,1,1,3
מסעודין אל-עזאזמה,939,20,0,201,10,191,13,0,2,0,0,0,0,0,0,1,0,0,2,0,0,1,2,0,164,0,0,0,0,0,0,0,1,1,2,0,2
מסעודין אל-עזאזמה,939,30,0,159,1,158,8,0,5,0,1,0,1,1,0,1,1,0,3,0,1,1,0,0,127,0,0,0,1,0,0,1,1,0,1,1,3
מסעודין אל-עזאזמה,939,40,0,169,7,162,11,0,4,0,0,0,0,0,1,0,0,0,8,0,0,4,2,0,118,0,0,0,1,0,0,2,1,1,3,3,3
מסעודין אל-עזאזמה,939,50,0,199,5,194,6,2,11,0,2,0,0,0,0,0,1,0,1,0,1,1,0,1,155,0,0,0,1,0,1,1,2,2,0,1,5
מסעודין אל-עזאזמה,939,60,0,153,7,146,7,0,3,0,1,0,0,0,1,0,0,2,2,0,0,0,0,0,118,0,1,0,2,0,1,2,2,2,0,0,2
סוואעד חמיירה,1335,10,0,33,1,32,9,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,2,0,15,0,0,0,0,0,0,0,0,0,0,2,0
בסמת טבעון,944,10,0,229,7,222,89,0,32,0,14,0,0,0,0,0,0,0,12,0,7,1,4,0,60,0,0,0,1,0,0,0,0,1,1,0,0
בסמת טבעון,944,20,0,232,4,228,58,0,36,0,26,0,4,0,0,25,1,1,3,0,0,1,5,0,62,0,0,2,0,0,2,1,0,0,0,0,1
בסמת טבעון,944,30,0,460,32,428,109,0,34,0,3,0,2,0,0,1,0,3,32,2,0,1,5,1,215,1,0,0,0,0,0,1,1,0,0,1,16
בסמת טבעון,944,40,0,98,1,97,32,0,1,0,6,0,0,2,0,0,0,0,23,0,2,0,0,1,28,0,0,1,0,0,0,0,0,0,0,1,0
בסמת טבעון,944,50,0,245,6,239,107,0,32,0,10,0,0,1,0,2,0,0,19,0,15,0,3,0,49,0,0,0,0,0,0,0,0,0,0,0,1
בסמת טבעון,944,60,0,253,3,250,104,0,13,0,28,0,1,0,0,0,2,0,12,0,6,1,2,0,75,0,0,0,0,0,0,1,1,1,0,1,2
הוזייל (שבט),956,10,0,64,0,64,10,0,9,0,5,0,1,0,0,0,0,0,1,0,1,0,3,0,32,0,0,0,0,0,0,0,0,1,0,0,1
הוזייל (שבט),956,20,0,42,1,41,13,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0
עוקבי (בנו עוקבה),957,10,0,110,3,107,5,0,4,0,24,1,0,0,0,1,0,0,5,0,0,0,3,1,63,0,0,0,0,0,0,0,0,0,0,0,0
אסד (שבט),960,10,0,102,5,97,3,0,34,0,4,0,0,0,0,0,0,0,12,0,0,0,5,1,35,0,1,0,0,0,0,1,1,0,0,0,0
אבו רוקייק (שבט),961,10,0,152,6,146,7,0,0,0,2,0,0,0,0,0,0,1,6,0,0,0,6,0,115,0,0,0,0,0,0,2,2,0,1,0,4
אבו רוקייק (שבט),961,20,0,209,2,207,27,0,6,0,17,0,0,0,1,1,0,0,5,0,0,3,26,0,115,0,0,0,1,0,1,0,3,1,0,0,0
אבו רוקייק (שבט),961,30,0,124,4,120,5,1,0,0,4,0,0,0,0,0,0,1,6,0,0,1,1,0,96,0,0,0,1,0,0,0,1,2,1,0,0
אבו רוקייק (שבט),961,40,0,165,2,163,19,1,2,0,0,0,0,0,0,0,1,0,8,0,0,0,6,1,115,0,0,0,0,1,2,3,2,0,0,0,2
אבו רוקייק (שבט),961,50,0,151,5,146,7,0,1,0,4,0,0,1,0,0,0,0,9,0,0,0,2,0,119,0,0,0,0,0,0,1,0,0,0,0,2
טובא-זנגריה,962,10,0,247,20,227,119,0,45,0,3,0,0,0,0,0,0,0,6,1,0,0,23,0,18,0,0,0,0,0,2,1,0,3,1,1,4
טובא-זנגריה,962,20,0,344,11,333,210,0,69,0,4,0,0,0,0,0,0,0,7,0,2,0,20,0,14,0,0,0,0,0,1,1,0,1,0,1,3
טובא-זנגריה,962,30,0,257,13,244,113,1,56,0,1,0,0,0,0,0,0,0,10,0,2,1,21,0,26,0,0,1,0,0,2,0,2,2,1,1,4
טובא-זנגריה,962,40,0,181,5,176,89,0,36,0,5,0,0,0,0,0,0,0,5,0,0,1,19,0,15,0,0,0,0,0,1,1,1,1,0,1,1
אעצם (שבט),963,10,0,192,5,187,15,0,2,0,3,0,0,1,0,0,0,0,3,0,0,1,1,0,137,0,0,1,2,2,1,1,1,2,3,1,10
אעצם (שבט),963,20,0,205,6,199,22,0,2,0,8,0,0,2,1,0,0,0,1,0,1,1,2,1,148,0,0,0,1,1,1,0,1,1,1,1,3
אעצם (שבט),963,30,0,176,5,171,13,1,4,1,8,0,1,0,1,2,2,1,1,0,0,0,4,2,120,0,0,0,0,0,0,2,1,0,0,1,6
אעצם (שבט),963,40,0,209,5,204,10,0,5,0,9,0,1,2,0,1,1,1,3,0,0,1,0,1,154,1,1,0,0,0,0,0,0,2,1,2,8
קודייראת א-צאנע(ש,964,10,0,105,2,103,10,1,7,0,1,0,1,0,0,1,0,0,0,0,2,1,1,0,71,0,2,0,0,0,1,1,0,0,1,0,2
קודייראת א-צאנע(ש,964,20,0,320,6,314,18,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,288,0,0,0,1,0,0,0,0,0,1,0,0
אטרש (שבט),965,10,0,112,4,108,15,0,0,0,2,0,0,1,2,1,0,0,3,0,0,0,5,0,73,0,0,2,0,0,0,0,2,0,1,0,1
אטרש (שבט),965,20,0,101,3,98,10,0,0,0,0,0,0,0,2,1,0,0,3,0,0,2,2,0,72,0,1,0,1,0,0,0,1,2,0,0,1
אבו רובייעה (שבט),966,10,0,116,5,111,22,0,15,0,2,0,0,0,0,2,0,0,4,0,3,0,1,0,57,0,0,0,0,0,0,0,1,2,0,2,0
אבו רובייעה (שבט),966,20,0,131,2,129,19,0,13,0,3,0,0,0,1,0,0,0,6,0,1,0,0,0,74,0,0,0,1,0,1,1,3,1,1,1,3
אבו רובייעה (שבט),966,30,0,99,5,94,12,0,7,0,3,0,0,0,0,0,0,0,3,0,1,1,0,0,55,0,0,2,1,0,1,1,3,0,1,1,2
אבו רובייעה (שבט),966,40,0,114,6,108,13,0,32,0,4,0,0,0,0,0,0,0,5,0,0,1,0,0,50,0,0,0,0,0,1,1,0,0,0,0,1
אבו ג'ווייעד (שבט,967,10,0,39,2,37,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23,1,0,0,1,0,0,0,0,0,2,0,3
אבו ג'ווייעד (שבט,967,20,0,64,1,63,4,0,2,0,0,0,0,0,0,1,0,0,6,0,1,4,0,0,38,0,0,0,0,0,0,1,1,0,1,3,1
אבו קורינאת (שבט),968,10,0,182,1,181,25,0,1,0,6,0,0,1,0,1,0,0,12,0,2,1,0,0,126,0,0,0,0,0,0,0,1,0,1,0,4
אבו קורינאת (שבט),968,20,0,201,7,194,50,1,2,0,7,0,0,0,1,0,0,0,7,0,0,0,0,0,125,0,0,0,0,0,0,1,0,0,0,0,0
אבו קורינאת (שבט),968,30,0,171,7,164,38,0,1,0,6,0,1,1,0,0,0,0,6,0,0,1,1,1,106,0,0,0,0,0,1,0,0,0,0,0,1
עטאוונה (שבט),969,10,0,72,2,70,5,0,1,0,42,0,0,0,0,0,0,0,1,0,0,0,1,1,17,0,0,0,0,0,0,0,1,0,0,0,1
תראבין א-צאנע (שב,970,10,0,74,4,70,5,0,0,0,0,0,0,0,0,0,1,0,2,1,1,3,0,1,53,0,0,0,1,0,0,0,0,0,0,1,1
קוואעין (שבט),972,10,0,137,2,135,2,0,2,0,50,0,0,0,0,0,0,0,30,0,0,2,0,0,47,0,0,0,0,0,0,0,0,1,0,0,1
